Lead,Lag,Freq,AvgWeight,Score
LLY,TTE,88.88888888888889,0.7563997806446882,67.23553605730561
AAPL,PYPL,77.77777777777779,-0.7595590116070888,59.07681201388469
GS,SLB,77.77777777777779,0.7575889355749662,58.92358387805293
JNJ,AMZN,77.77777777777779,0.7568360466750763,58.865025852505944
SHEL,PYPL,72.22222222222221,-0.7582111944303497,54.75969737552525
NVO,VLO,72.22222222222221,-0.7557347808381979,54.58084528275873
VLO,PYPL,77.77777777777779,0.6525373062199308,50.75290159488351
COP,GS,66.66666666666666,0.7588825801633492,50.59217201088994
GOOGL,PBR,77.77777777777779,-0.6501232069040949,50.56513831476294
JNJ,MRK,66.66666666666666,0.7580594865639031,50.5372991042602
DHR,NVDA,66.66666666666666,0.757667648527523,50.511176568501526
TSLA,MRK,77.77777777777779,-0.6491269347472362,50.4876504803406
COP,PYPL,77.77777777777779,-0.6486863294381591,50.453381178523486
PBR,BP,66.66666666666666,-0.7567412015576048,50.44941343717365
INTC,TSLA,66.66666666666666,-0.7551997113997818,50.34664742665211
MRK,TMO,66.66666666666666,-0.754801645958672,50.32010973057813
BAC,COP,66.66666666666666,0.7540493330945939,50.26995553963958
AMZN,ABBV,66.66666666666666,0.7537070864747265,50.247139098315095
MA,GS,61.111111111111114,-0.7600029834963066,46.444626769218736
AAPL,JPM,61.111111111111114,0.7590814928805816,46.38831345381332
TMO,JNJ,61.111111111111114,-0.7585382439526526,46.35511490821766
LLY,UNH,61.111111111111114,-0.75726083615758,46.27705109851878
DHR,JPM,61.111111111111114,-0.7572220816210495,46.27468276573081
AMD,MSFT,61.111111111111114,-0.757107082057857,46.26765501464682
C,GS,61.111111111111114,0.7568168749946156,46.249920138559844
DHR,MRK,61.111111111111114,-0.7556194596522441,46.17674475652603
TMO,MRK,72.22222222222221,-0.6391714281257926,46.16238092019613
MS,PFE,61.111111111111114,-0.7551173144279221,46.146058103928574
C,MSFT,61.111111111111114,-0.7550118519937324,46.139613177394764
DHR,AMZN,61.111111111111114,-0.7519782397340881,45.9542257615276
JPM,WFC,61.111111111111114,0.7511345787011496,45.902668698403595
C,UNH,55.55555555555556,-0.7608407161916076,42.268928677311536
UNH,XOM,66.66666666666666,-0.6330559636041336,42.20373090694223
CVX,NVDA,55.55555555555556,-0.7587301044152648,42.151672467514715
